app_id,name,category,homepage,upstream_repo,latest_version_upstream,latest_version_flathub,latest_version_arch,latest_version_debian,wayland_score,xlibre_score,confidence,evidence_wayland,evidence_xlibre,toolkit_guess,run_mode_guess,sources_used,notes
pantheon-notifications,pantheon-notifications,Gtk,https://github.com/elementary/notifications,,,,8.1.2,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pantheon-notifications,pantheon-notifications,Gtk,https://github.com/elementary/notifications,https://github.com/elementary/notifications,8.1.2,,,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pantheon-terminal,pantheon-terminal,The,https://github.com/elementary/terminal,,,,7.2.0,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
paper-clip,paper-clip,PDF,https://apps.gnome.org/PdfMetadataEditor/,,,,5.5.2,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
paperwork-gtk,paperwork-gtk,gnome,,,,,,2.1.1-1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
passes-gtk,passes-gtk,gnome,,,,,,0.7-2,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
passwordmaker-cli,passwordmaker-cli,utils,,,,,,1.5+dfsg-5,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pavucontrol-qt,pavucontrol-qt,A,https://github.com/lxqt/pavucontrol-qt,https://github.com/lxqt/pavucontrol-qt,2.3.0,,,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pd-rtclib,pd-rtclib,sound,,,,,,4.1-5,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
perl-gtk3,perl-gtk3,Perl,https://metacpan.org/release/Gtk3,,,,0.038,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
perl-gtk3-simplelist,perl-gtk3-simplelist,Perl,https://metacpan.org/release/Gtk3-SimpleList,,,,0.21,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phoc,phoc,x11,,,,,,0.24.0-1,4,5,0.51,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phonon-qt6,phonon-qt6,The,https://community.kde.org/Phonon,,,,4.12.0,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phonon-qt6-vlc,phonon-qt6-vlc,Phonon,https://community.kde.org/Phonon,,,,0.12.0,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phonon4qt5,phonon4qt5,sound,,,,,,4:4.11.1-4,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phonon4qt5-backend-gstreamer,phonon4qt5-backend-gstreamer,sound,,,,,,4:4.10.0-1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phonon4qt5-backend-null,phonon4qt5-backend-null,sound,,,,,,4:4.11.1-4,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phonon4qt5-backend-vlc,phonon4qt5-backend-vlc,sound,,,,,,0.11.3-1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phonon4qt5settings,phonon4qt5settings,sound,,,,,,4:4.11.1-4,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phosh-dev,phosh-dev,x11,,,,,,0.24.0-1,4,5,0.51,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phosh-mobile-tweaks,phosh-mobile-tweaks,x11,,,,,,0.24.0-1,4,5,0.51,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phosh-plugins,phosh-plugins,x11,,,,,,0.24.0-1,4,5,0.51,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
photoflare,photoflare,"Quick,",https://photoflare.io/,,,,1.6.13,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
phototonic,phototonic,Image,https://github.com/luebking/phototonic,,,,3.1.0,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
php-stomp,php-stomp,web,,,,,,2.0.3-2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
php-stomp-all-dev,php-stomp-all-dev,web,,,,,,2.0.3-2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
php8-2-stomp,php8.2-stomp,web,,,,,,2.0.3-2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pigpio-tools,pigpio-tools,utils,,,,,,1.78-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pilot,pilot,utils,,,,,,2.26+dfsg-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pinentry-gtk2,pinentry-gtk2,utils,,,,,,1.2.1-1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pinentry-qt,pinentry-qt,utils,,,,,,1.2.1-1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pinentry-tty,pinentry-tty,utils,,,,,,1.2.1-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pinentry-x2go,pinentry-x2go,utils,,,,,,0.7.5.10-1+b1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
piper,piper,GTK,https://github.com/libratbag/piper,,,,0.8,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
piperka-client,piperka-client,web,,,,,,0.2.2-1+b1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pipes-sh,pipes-sh,games,,,,,,1.3.0-2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pithos,pithos,gnome,,,,,,1.1.2-1.1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
piu-piu,piu-piu,games,,,,,,1.0-1.1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pixelmed-apps,pixelmed-apps,utils,,,,,,20220618+dfsg-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
plasma5-integration,plasma5-integration,Qt5,https://kde.org/plasma-desktop/,,,,6.6.2,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
plasmatube,plasmatube,Kirigami,https://apps.kde.org/plasmatube/,,,,25.12.2,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pnopaste-cli,pnopaste-cli,web,,,,,,1.8-3,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
polari,polari,gnome,,,,,,43.0-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pop-gtk-theme,pop-gtk-theme,System76,https://github.com/pop-os/gtk-theme,,,,5.5.1.r7.25ea85d9,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pop-gtk-theme,pop-gtk-theme,System76,https://github.com/pop-os/gtk-theme,https://github.com/pop-os/gtk-theme,v5.3.1,,,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
powersupply-gtk,powersupply-gtk,gnome,,,,,,0.8.0-2,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
primus,primus,utils,,,,,,0~20150328-15,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
process-viewer,process-viewer,utils,,,,,,0.4.12-2+b2,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
projectm-sdl,projectm-sdl,sound,,,,,,3.1.12-3,4,4,0.51,Toolkit SDL commonly supports Wayland,Toolkit SDL supports X11/XLibre-style sessions,SDL,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
psi,psi,Powerful,https://psi-im.org,,,,1.5,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
ptask,ptask,utils,,,,,,1.0.0-1.1+b1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pulseview,pulseview,A,https://sigrok.org/wiki/Main_Page,,,,0.4.2,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
putty,putty,A,https://www.chiark.greenend.org.uk/~sgtatham/putty/,,,,0.83,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pychess,pychess,games,,,,,,1.0.3-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pyqt-builder,pyqt-builder,The,https://pypi.org/project/PyQt-builder/,,,,1.19.1,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-colorama,python-colorama,Python,https://pypi.python.org/pypi/colorama,,,,0.4.6,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-coloredlogs,python-coloredlogs,Colored,https://github.com/xolox/python-coloredlogs,,,,15.0.1,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-gobject,python-gobject,Python,https://pygobject.gnome.org/,,,,3.54.5,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-gtkspellcheck-docs,python-gtkspellcheck-docs,Developer,https://github.com/koehlma/pygtkspellcheck,,,,5.0.3,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-gtkspellcheck-docs,python-gtkspellcheck-docs,Developer,https://github.com/koehlma/pygtkspellcheck,https://github.com/koehlma/pygtkspellcheck,v5.0.4,,,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-halo,python-halo,Beautiful,https://github.com/manrajgrover/halo,,,,0.0.31,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-jupyter-server-terminals,python-jupyter-server-terminals,A,https://github.com/jupyter-server/jupyter_server_terminals,,,,0.5.4,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
python-mediafire,python-mediafire,Python,https://pypi.org/project/mediafire/,,,,0.6.1,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
